1,635
2,593
3,607
4,590
5,646
6,645
7,655
8,653
9,690
10,637
11,661
12,658
13,600
14,650
15,636
16,633
17,637
18,654
19,655
20,682
21,683
22,648
23,650
24,649
25,651
26,670
27,676
28,656
29,650
30,670
31,668
32,636
33,693
34,658
35,686
36,647
37,645
38,663
39,670
40,679
41,648
42,653
43,628
44,668
45,656
46,625
47,689
48,664
49,646
50,690
51,643
52,614
53,690
54,685
55,629
56,646
57,615
58,657
59,678
60,626
61,691
62,658
63,678
64,676
65,671
66,644
67,644
68,649
69,635
70,620
71,650
72,620
73,638
74,526
75,550
76,550
77,550
78,590
79,660
80,651
81,705
82,705
83,729
84,761
85,716
86,715
87,737
88,767
89,784
90,792
91,765
92,802
93,818
94,785
95,797
96,804
97,774
98,712
99,672
100,615
101,587
102,547
103,510
104,489
105,540
106,528
107,563
108,530
109,548
110,503
111,468
112,432
113,475
114,462
115,498
116,495
117,478
118,445
119,425
120,412
121,413
122,417
123,428
124,408
125,420
126,395
127,347
128,363
129,354
130,356
131,352
132,334
133,366
134,414
135,493
136,579
137,611
138,626
139,621
140,649
141,646
142,671
143,693
144,702
145,705
146,708
147,690
148,689
149,720
150,772
151,730
152,731
153,742
154,733
155,724
156,689
157,662
158,666
159,651
160,657
161,656
162,680
163,680
164,680
165,680
166,680
167,680
168,680
169,590
170,590
171,622
172,604
173,625
174,610
175,597
176,610
177,606
178,617
179,630
180,602
181,612
182,664
183,619
184,651
185,666
186,651
187,685
188,615
189,588
190,676
191,660
192,660
193,760
194,801
195,780
196,808
197,863
198,928
199,986
200,1022
201,984
202,948
203,948
204,942
205,880
206,800
207,760
208,765
209,639
210,663
211,633
212,566
213,540
214,492
215,490
216,492
217,521
218,537
219,556
220,573
221,589
222,664
223,660
224,650
225,650
226,650
227,629
228,629
229,591
230,676
231,589
232,671
233,607
234,676
235,621
236,612
237,616
238,577
239,565
240,606
241,628
242,602
243,623
244,596
245,586
246,549
247,571
248,558
249,600
250,658
251,530
252,590
253,592
254,620
255,740
256,691
257,744
258,730
259,747
260,700
261,657
262,677
263,695
264,660
265,682
266,621
267,618
268,662
269,653
270,662
271,576
272,563
273,575
274,578
275,601
276,595
277,607
278,618
279,601
280,602
281,592
282,617
283,577
284,597
285,591
286,585
287,595
288,587
289,602
290,627
291,634
292,620
293,618
294,608
295,591
296,615
297,636
298,612
299,570
300,632
301,635
302,635
303,631
304,610
305,638
306,612
307,604
308,625
309,618
310,623
311,632
312,626
313,621
314,604
315,635
316,636
317,643
318,630
319,606
320,596
321,616
322,592
323,629
324,616
325,631
326,604
327,601
328,608
329,618
330,605
331,600
332,640
333,579
334,673
335,573
336,660
337,648
338,658
339,676
340,626
341,629
342,668
343,580
344,626
345,495
346,454
347,470
348,532
349,602
350,648
351,687
352,728
353,725
354,728
355,752
356,765
357,784
358,790
359,826
360,846
361,807
362,783
363,830
364,827
365,821
366,812
367,819
368,789
369,717
370,688
371,664
372,634
373,605
374,554
375,524
376,535
377,590
378,590
379,587
380,591
381,583
382,554
383,530
384,500
385,510
386,510
387,545
388,533
389,504
390,475
391,425
392,412
393,413
394,433
395,428
396,408
397,396
398,417
399,371
400,363
401,351
402,353
403,344
404,332
405,331
406,376
407,438
408,590
409,618
410,645
411,656
412,671
413,672
414,689
415,702
416,667
417,684
418,690
419,697
420,691
421,696
422,746
423,745
424,730
425,738
426,735
427,720
428,705
429,684
430,760
431,754
432,755
433,768
434,771
435,750
436,635
437,733
438,718
439,721
440,730
441,603
442,615
443,513
444,606
445,604
446,618
447,610
448,589
449,594
450,607
451,617
452,635
453,622
454,622
455,621
456,625
457,641
458,662
459,751
460,632
461,628
462,617
463,625
464,640
465,689
466,689
467,720
468,773
469,773
470,863
471,888
472,932
473,990
474,1006
475,1055
476,935
477,945
478,933
479,878
480,806
481,782
482,698
483,658
484,607
485,599
486,566
487,503
488,492
489,480
490,524
491,483
492,559
493,590
494,572
495,621
496,652
497,674
498,674
499,663
500,663
501,664
502,665
503,598
504,646
505,724
506,651
507,703
508,624
509,624
510,640
511,613
512,637
513,592
514,680
515,610
516,631
517,620
518,603
519,569
520,557
521,536
522,545
523,617
524,583
525,566
526,571
527,537
528,636
529,666
530,658
531,782
532,733
533,724
534,747
535,671
536,670
537,659
538,657
539,651
540,660
541,643
542,659
543,659
544,666
545,683
546,640
547,553
548,576
549,580
550,595
551,700
552,596
553,603
554,597
555,587
556,611
557,608
