1,575
10,614
100,630
101,630
102,571
103,557
104,499
105,530
106,560
107,560
108,597
109,639
11,622
110,669
111,689
112,688
113,650
114,616
28,696
29,675
3,580
30,664
31,615
32,606
33,623
34,631
35,602
36,623
37,604
38,585
39,641
4,578
40,639
41,631
42,667
43,661
44,655
46,687
47,657
48,620
49,609
5,575
50,646
51,653
52,657
53,675
54,700
55,712
56,686
57,710
58,690
59,699
6,575
60,750
61,751
62,737
115,630
132,614
15,619
27,680
45,688
63,666
81,610
64,633
65,520
66,520
67,520
68,519
69,512
7,550
70,507
71,517
72,527
73,472
74,508
75,528
76,570
77,587
78,600
79,600
8,560
80,600
82,567
83,508
84,491
85,593
86,571
87,557
88,553
89,567
9,560
90,597
91,616
92,639
93,633
94,610
95,617
96,633
97,583
98,599
99,610
116,583
117,584
118,579
119,557
12,614
120,577
121,618
122,615
123,610
124,626
125,610
126,601
127,601
128,594
129,625
13,655
130,632
131,650
133,591
134,614
135,628
136,610
137,606
138,547
139,558
14,655
140,589
141,628
142,655
143,688
144,686
145,633
146,587
147,502
148,460
149,442
150,493
151,499
152,491
153,524
154,545
155,572
156,647
157,610
158,580
159,649
16,655
160,611
161,679
162,730
163,667
164,611
165,582
166,611
167,569
168,553
169,534
17,660
170,555
171,628
18,655
19,609
2,583
20,643
21,681
22,647
23,656
24,656
25,664
26,663
