1,635
2,637
3,648
4,635
5,633
6,634
7,712
8,613
9,681
10,662
11,669
12,740
13,707
14,661
15,744
16,710
17,624
18,715
19,741
20,745
21,724
22,735
23,683
24,705
25,718
26,690
27,675
28,669
29,611
30,590
31,588
32,627
33,649
34,716
35,709
36,664
37,634
38,594
39,501
40,466
41,483
42,427
43,444
44,491
45,557
46,579
47,640
48,733
49,803
50,804
51,822
52,817
53,793
54,798
55,857
56,870
57,905
58,915
59,914
60,949
61,907
62,865
63,803
64,766
65,734
66,729
67,690
68,665
69,677
70,695
71,685
72,706
73,693
74,671
75,656
76,648
77,630
78,624
79,637
80,636
81,651
82,614
83,609
84,657
85,742
86,752
87,746
88,744
89,690
90,679
91,681
92,727
93,713
94,685
95,671
96,680
97,679
98,692
99,683
100,674
101,690
102,680
103,646
104,673
105,666
106,656
107,655
108,673
109,718
110,778
111,756
112,694
113,670
114,655
115,645
116,660
117,665
118,710
119,726
120,655
121,715
122,730
123,680
124,670
125,646
126,646
127,600
128,615
129,610
130,630
131,725
132,755
133,840
134,930
135,985
136,1032
137,965
138,1020
139,1060
140,1060
141,995
142,855
143,795
144,737
145,775
146,695
147,679
148,711
149,719
150,660
151,620
152,555
153,615
154,670
155,640
156,634
157,590
158,590
159,560
160,510
161,550
162,535
163,580
164,620
165,690
166,720
167,740
168,740
169,680
170,640
171,700
172,715
173,675
174,685
175,720
176,690
177,630
178,730
179,730
180,730
181,780
182,760
183,750
184,670
185,675
186,675
187,690
188,710
189,730
190,770
191,700
192,700
193,725
194,725
195,703
196,727
197,738
198,731
199,733
200,758
201,728
202,752
203,716
204,732
205,756
206,738
207,690
208,680
209,680
210,700
211,710
212,725
213,740
214,765
215,760
216,755
217,710
218,705
219,728
220,750
221,780
222,780
223,709
224,700
225,690
226,690
227,710
228,690
229,700
230,705
231,705
232,780
233,780
234,750
235,760
236,760
237,770
238,780
239,780
240,780
